,population,gdp,carbon_intensity_elec,electricity_demand,electricity_generation,fossil_electricity,fossil_share_elec,greenhouse_gas_emissions,net_elec_imports,per_capita_electricity,renewables_electricity,gdp_per_capita,clusters,cluster
1522,5026646.0,16170502144.0,158.1,12.16,12.84,2.16,16.822,2.03,-0.68,2554.387,10.68,3216.956623561715,0,pink
1523,5078276.0,17135749120.0,124.674,13.71,15.32,1.94,12.663,1.91,-1.61,3016.772,13.38,3374.3241052672206,0,pink
1524,5137043.0,18155683840.0,127.261,12.7,16.03,2.08,12.976,2.04,-3.33,3120.472,13.95,3534.267445298784,0,pink
1525,5193112.0,17942169600.0,131.148,11.96,14.64,1.98,13.525,1.92,-2.68,2819.119,12.66,3454.99376866896,0,pink
1526,5246785.0,18316494848.0,131.653,11.77,14.28,1.93,13.515,1.88,-2.51,2721.667,12.35,3490.99397974188,0,pink
1527,5294777.0,19684079616.0,131.687,12.2,14.58,1.97,13.512,1.92,-2.38,2753.657,12.61,3717.6409159441455,0,pink
1528,5345425.0,20960393216.0,132.01,10.82,11.59,1.57,13.546,1.53,-0.77,2168.209,10.02,3921.183669399533,0,pink
1529,5414084.0,21348214784.0,82.418,9.72,10.92,0.81,7.418,0.9,-1.2,2016.962,10.11,3943.088948010412,0,pink
1530,5483781.0,21037254656.0,85.499,10.22,11.93,0.93,7.795,1.02,-1.71,2175.506,11.0,3836.268198164733,0,pink
1531,5552339.0,22069688320.0,75.535,12.29,14.96,0.96,6.417,1.13,-2.67,2694.36,14.0,3974.845253504874,0,pink
1532,5631955.0,22051598336.0,73.48,13.31,14.97,0.93,6.212,1.1,-1.66,2658.047,14.04,3915.4429209750433,0,pink
1533,5719561.0,24453877760.0,73.593,13.71,13.86,0.86,6.205,1.02,-0.15,2423.263,13.0,4275.4815902828905,0,pink
1534,5814426.0,25441021952.0,90.529,14.57,14.36,1.2,8.357,1.3,0.21,2469.719,13.16,4375.500170094176,0,pink
1535,5914985.0,26325837824.0,135.938,13.35,12.8,1.81,14.141,1.74,0.55,2163.995,10.99,4450.702381155658,0,pink
1536,6018303.0,27316666368.0,125.0,13.17,13.04,1.66,12.73,1.63,0.13,2166.724,11.38,4538.931716797908,0,pink
1537,6121266.0,28611477504.0,88.293,14.07,15.29,1.23,8.044,1.35,-1.22,2497.849,14.06,4674.111124071393,0,pink
1538,6223503.0,29601148928.0,83.007,14.55,15.3,1.13,7.386,1.27,-0.75,2458.423,14.17,4756.348462915499,0,pink
1539,5430862.0,12209285120.0,88.154,0.8,3.63,0.35,9.642,0.32,-2.83,668.402,3.28,2248.1302452538844,0,pink
1540,5519714.0,13005703168.0,87.671,0.97,3.65,0.35,9.589,0.32,-2.68,661.266,3.3,2356.227726291616,0,pink
1541,5606103.0,13872425984.0,90.141,1.01,3.55,0.34,9.577,0.32,-2.54,633.238,3.21,2474.522138462315,0,pink
1542,5689072.0,14843718656.0,89.457,1.1,3.13,0.3,9.585,0.28,-2.03,550.178,2.83,2609.163437551854,0,pink
1543,5768170.0,16000772096.0,23.333,0.83,3.0,0.0,0.0,0.07,-2.17,520.096,3.0,2773.977205248805,0,pink
1544,5852969.0,17208610816.0,22.792,1.31,3.51,0.0,0.0,0.08,-2.2,599.696,3.51,2940.150685233426,0,pink
1545,5946597.0,17176979456.0,25.0,1.74,3.6,0.0,0.0,0.09,-1.86,605.388,3.6,2888.539353852296,0,pink
1546,6041355.0,20454811648.0,23.739,1.93,3.37,0.0,0.0,0.08,-1.44,557.822,3.37,3385.7986574203965,0,pink
1547,6135863.0,22210959360.0,24.194,2.25,3.72,0.0,0.0,0.09,-1.47,606.272,3.72,3619.859074428487,0,pink
1548,6229933.0,24050841600.0,23.739,2.63,3.37,0.0,0.0,0.08,-0.74,540.937,3.37,3860.529736034079,0,pink
1549,6323425.0,26198018048.0,23.923,2.92,8.36,0.0,0.0,0.2,-5.44,1322.068,8.36,4143.010796838738,0,pink
1550,6416331.0,28505276416.0,24.143,3.07,12.84,0.0,0.0,0.31,-9.77,2001.144,12.84,4442.613140749752,0,pink
1551,6508806.0,30756620288.0,23.975,3.9,12.93,0.0,0.0,0.31,-9.03,1986.539,12.93,4725.385929155055,0,pink
1552,6600736.0,33213894656.0,24.089,4.14,15.36,0.0,0.0,0.37,-11.22,2327.013,15.36,5031.84715401434,0,pink
1553,6691467.0,35727802368.0,23.794,4.75,15.13,0.0,0.0,0.36,-10.38,2261.089,15.13,5339.307862984305,0,pink
1554,6787420.0,38423805952.0,127.261,6.53,16.03,2.06,12.851,2.04,-9.5,2361.722,13.97,5661.032609150458,0,pink
1555,6891366.0,41124319232.0,258.593,6.23,25.02,7.33,29.297,6.47,-18.79,3630.63,17.69,5967.513441021708,0,pink
1556,6997925.0,43945238528.0,289.474,6.0,30.4,10.08,33.158,8.8,-24.4,4344.145,20.32,6279.752716412365,0,pink
1557,7105008.0,46666960896.0,281.686,6.78,33.69,10.74,31.879,9.49,-26.91,4741.726,22.95,6568.17851521068,0,pink
1558,2392536.0,26780788736.0,181.159,5.93,4.14,1.32,31.884,0.75,1.79,1730.381,2.82,11193.473676467149,0,pink
1559,2359255.0,28293371904.0,189.696,6.15,4.27,1.44,33.724,0.81,1.88,1809.893,2.83,11992.502677328224,0,pink
1560,2326150.0,30072958976.0,209.068,6.32,3.97,1.49,37.531,0.83,2.35,1706.683,2.48,12928.211411989769,0,pink
1561,2294342.0,32361883648.0,219.144,6.6,3.97,1.63,41.058,0.87,2.63,1730.344,2.34,14105.08269822023,0,pink
1562,2263453.0,34792599552.0,174.84,6.79,4.69,1.49,31.77,0.82,2.1,2072.055,3.2,15371.469852477609,0,pink
1563,2233165.0,38221836288.0,168.699,7.07,4.92,1.5,30.488,0.83,2.15,2203.151,3.42,17115.54510660878,0,pink
1564,2203917.0,42441265152.0,224.949,7.4,4.89,2.1,42.945,1.1,2.51,2218.777,2.79,19257.19759500925,0,pink
1565,2176059.0,46307684352.0,216.387,7.76,4.76,1.94,40.756,1.03,3.0,2187.441,2.82,21280.52794156776,0,pink
1566,2150411.0,44298825728.0,206.831,7.79,5.27,2.06,39.089,1.09,2.52,2450.694,3.21,20600.16700435405,0,pink
1567,2126268.0,37661278208.0,192.101,7.22,5.57,2.01,36.086,1.07,1.65,2619.614,3.56,17712.385366284965,0,pink
1568,2101537.0,35958493184.0,236.802,7.5,6.63,2.99,45.098,1.57,0.87,3154.834,3.64,17110.568685681003,0,pink
1569,2076974.0,37962579968.0,257.8,7.33,6.09,3.01,49.425,1.57,1.24,2932.151,3.08,18277.831098511582,0,pink
1570,2053635.0,39482474496.0,189.627,7.86,6.17,2.06,33.387,1.17,1.69,3004.429,4.11,19225.65329087204,0,pink
1571,2031491.0,40519245824.0,241.935,7.56,6.2,2.67,43.065,1.5,1.36,3051.946,3.53,19945.569940501828,0,pink
1572,2011040.0,41379799040.0,262.646,7.46,5.14,2.34,45.525,1.35,2.32,2555.891,2.8,20576.318243297,0,pink
1573,1991951.0,42500100096.0,283.394,7.36,5.54,2.76,49.819,1.57,1.82,2781.193,2.78,21335.916443727783,0,pink
1574,1973477.0,43297222656.0,263.24,7.45,6.42,2.94,45.794,1.69,1.03,3253.142,3.48,21939.56284061076,0,pink
1575,1954861.0,44937031680.0,176.627,7.47,7.53,2.07,27.49,1.33,-0.06,3851.937,5.46,22987.32834713056,0,pink
1576,1935632.0,46862479360.0,278.274,7.63,6.72,3.23,48.065,1.87,0.91,3471.734,3.49,24210.428097902903,0,pink
1577,4320650.0,31977721856.0,668.117,10.59,9.19,8.75,95.212,6.14,1.4,2126.995,0.44,7401.136832652494,0,pink
1578,4389201.0,35144531968.0,646.813,10.67,9.57,9.24,96.552,6.19,1.1,2180.351,0.33,8007.045466361646,0,pink
1579,4446663.0,38760996864.0,608.145,11.95,11.05,10.38,93.937,6.72,0.9,2485.01,0.67,8716.873049295618,0,pink
1580,4504807.0,42758062080.0,576.314,12.52,11.99,10.64,88.741,6.91,0.53,2661.601,1.35,9491.652379336118,0,pink
1581,4574799.0,48734072832.0,588.634,12.01,11.79,10.68,90.585,6.94,0.22,2577.162,1.11,10652.724378054643,0,pink
1582,4643052.0,52444897280.0,587.734,12.2,11.74,10.7,91.141,6.9,0.46,2528.509,1.04,11295.34997238885,0,pink
1583,4719874.0,54750392320.0,605.479,11.88,10.95,10.26,93.699,6.63,0.93,2319.977,0.69,11599.969050021253,0,pink
1584,4809608.0,60406931456.0,611.599,12.35,11.38,10.8,94.903,6.96,0.97,2366.097,0.58,12559.637179578876,0,pink
1585,4887615.0,66812624896.0,626.094,13.13,12.57,12.2,97.056,7.87,0.56,2571.806,0.37,13669.78063861413,0,pink
1586,4951138.0,75927797760.0,614.792,14.13,12.98,12.36,95.223,7.98,1.15,2621.619,0.62,15335.423444064778,0,pink
1587,4995799.0,86947323904.0,614.45,16.06,14.81,13.98,94.396,9.1,1.25,2964.491,0.83,17404.087695281574,0,pink
1588,5045061.0,94869528576.0,618.087,16.21,15.37,14.57,94.795,9.5,0.84,3046.544,0.8,18804.436373712822,0,pink
1589,5178338.0,101519000000.0,609.003,15.87,15.55,14.54,93.505,9.47,0.32,3002.894,1.01,19604.55265762876,0,pink
1590,5678859.0,100029000000.0,595.158,18.28,17.76,16.49,92.849,10.57,0.52,3127.389,1.27,17614.27779770549,0,pink
1591,6274345.0,94385545216.0,631.206,17.06,16.92,16.7,98.7,10.68,0.14,2696.696,0.22,15043.091384997158,0,pink
1592,6398941.0,95081783296.0,622.652,17.84,17.57,17.06,97.097,10.94,0.27,2745.767,0.51,14858.987338061095,0,pink
1593,6258628.0,97868324864.0,625.273,18.35,18.28,17.82,97.484,11.43,0.07,2920.768,0.46,15637.344936302334,0,pink
1594,6109255.0,98701180928.0,617.265,20.57,20.04,19.52,97.405,12.37,0.53,3280.269,0.52,16156.009354332076,0,pink
1595,5950842.0,96800194560.0,618.762,20.05,20.04,19.57,97.655,12.4,0.01,3367.591,0.47,16266.638327819828,0,pink
1596,1998632.0,3769602304.0,34.483,0.29,0.29,0.0,0.0,0.01,0.0,145.099,0.29,1886.0912384070705,0,pink
1597,1999478.0,3838921216.0,35.714,0.3,0.28,0.0,0.0,0.01,0.02,140.037,0.28,1919.9617180084,0,pink
1598,1997537.0,3773087744.0,32.258,0.29,0.31,0.0,0.0,0.01,-0.02,155.191,0.31,1888.8700154239943,0,pink
1599,1993034.0,3857951232.0,31.25,0.32,0.32,0.0,0.0,0.01,0.0,160.559,0.32,1935.7177208216217,0,pink
1600,1985386.0,3857815808.0,33.333,0.32,0.3,0.0,0.0,0.01,0.02,151.104,0.3,1943.1061808635704,0,pink
1601,1977428.0,3870538496.0,21.739,0.45,0.46,0.0,0.0,0.01,-0.01,232.625,0.46,1957.360013107936,0,pink
1602,1976787.0,3946096640.0,19.231,0.55,0.52,0.0,0.0,0.01,0.03,263.053,0.52,1996.2174174557,0,pink
1603,1983471.0,4038812416.0,18.182,0.59,0.55,0.0,0.0,0.01,0.04,277.292,0.55,2036.2346694254668,0,pink
1604,1995016.0,4170596864.0,17.241,0.63,0.58,0.0,0.0,0.01,0.05,290.724,0.58,2090.507977880879,0,pink
1605,2009178.0,4214040576.0,30.769,0.77,0.65,0.0,0.0,0.02,0.12,323.515,0.65,2097.3953407811555,0,pink
1606,2022752.0,4442653696.0,28.986,0.89,0.69,0.0,0.0,0.02,0.2,341.119,0.69,2196.341269715714,0,pink
1607,2037687.0,4516049920.0,20.408,0.71,0.49,0.0,0.0,0.01,0.22,240.469,0.49,2216.262811707588,0,pink
1608,2054722.0,4740080128.0,20.408,0.78,0.49,0.0,0.0,0.01,0.29,238.475,0.49,2306.9204145378303,0,pink
1609,2073948.0,4954224128.0,19.608,0.79,0.51,0.0,0.0,0.01,0.28,245.908,0.51,2388.788980244442,0,pink
1610,2095251.0,5134647808.0,19.231,0.79,0.52,0.0,0.0,0.01,0.27,248.18,0.52,2450.612269365341,0,pink
1611,2118532.0,5279079936.0,18.868,0.79,0.53,0.0,0.0,0.01,0.26,250.173,0.53,2491.8575390883875,0,pink
1612,2143876.0,5403951104.0,19.231,0.89,0.52,0.0,0.0,0.01,0.37,242.551,0.52,2520.645365683463,0,pink
1613,2170622.0,5327153664.0,18.519,0.93,0.54,0.0,0.0,0.01,0.39,248.777,0.54,2454.2060589084604,0,pink
1614,2198030.0,5360395776.0,18.519,0.94,0.54,0.0,0.0,0.01,0.4,245.675,0.54,2438.727303994941,0,pink
1615,2895229.0,2767093248.0,700.0,0.2,0.2,0.2,100.0,0.14,0.0,69.079,0.0,955.74244662512,0,pink
1616,2981655.0,3200677120.0,700.0,0.2,0.2,0.2,100.0,0.14,0.0,67.077,0.0,1073.45656019895,0,pink
1617,3060603.0,3998735616.0,700.0,0.2,0.2,0.2,100.0,0.14,0.0,65.347,0.0,1306.5188840238343,0,pink
1618,3085173.0,2541250560.0,700.0,0.2,0.2,0.2,100.0,0.14,0.0,64.826,0.0,823.6979125643845,0,pink
1619,3122448.0,2286431744.0,700.0,0.2,0.2,0.2,100.0,0.14,0.0,64.052,0.0,732.2561477404907,0,pink
1620,3266326.0,2369891584.0,700.0,0.2,0.2,0.2,100.0,0.14,0.0,61.231,0.0,725.55268028972,0,pink
1621,3455400.0,2547129088.0,700.0,0.2,0.2,0.2,100.0,0.14,0.0,57.88,0.0,737.1444949933438,0,pink
1622,3632748.0,2664910080.0,720.0,0.25,0.25,0.25,100.0,0.18,0.0,68.818,0.0,733.5796702661456,0,pink
1623,3783892.0,2922602240.0,720.0,0.25,0.25,0.25,100.0,0.18,0.0,66.07,0.0,772.3799305054162,0,pink
1624,3905066.0,3108979968.0,720.0,0.25,0.25,0.25,100.0,0.18,0.0,64.019,0.0,796.1401850826593,0,pink
1625,4019958.0,3260614912.0,720.0,0.25,0.25,0.25,100.0,0.18,0.0,62.19,0.0,811.1067110651405,0,pink
1626,4181148.0,3266880000.0,714.286,0.28,0.28,0.28,100.0,0.2,0.0,66.967,0.0,781.3356523136708,0,pink
1627,4331749.0,3532272896.0,714.286,0.28,0.28,0.28,100.0,0.2,0.0,64.639,0.0,815.4380357680004,0,pink
1628,4427319.0,3819599872.0,714.286,0.28,0.28,0.28,100.0,0.2,0.0,63.244,0.0,862.7342804979718,0,pink
1629,4519410.0,3843632128.0,714.286,0.28,0.28,0.28,100.0,0.2,0.0,61.955,0.0,850.4721032170129,0,pink
1630,4612330.0,3857900032.0,689.655,0.29,0.29,0.29,100.0,0.2,0.0,62.875,0.0,836.4319187915869,0,pink
1631,4706106.0,3793504000.0,710.526,0.38,0.38,0.38,100.0,0.27,0.0,80.746,0.0,806.0812909866459,0,pink
1632,4796632.0,3885372928.0,702.703,0.37,0.37,0.37,100.0,0.26,0.0,77.137,0.0,810.0210581091065,0,pink
1633,4889396.0,3936415744.0,687.5,0.32,0.32,0.32,100.0,0.22,0.0,65.448,0.0,805.0924375935188,0,pink
1634,5154789.0,49983479808.0,626.374,14.56,14.56,14.56,100.0,9.12,0.0,2824.558,0.0,9696.513243898053,0,pink
1635,5275920.0,54225657856.0,627.063,15.15,15.15,15.15,100.0,9.5,0.0,2871.537,0.0,10277.953012176076,0,pink
1636,5405326.0,57785786368.0,626.214,16.48,16.48,16.48,100.0,10.32,0.0,3048.845,0.0,10690.527521929298,0,pink
1637,5542650.0,70475227136.0,626.614,17.81,17.81,17.81,100.0,11.16,0.0,3213.264,0.0,12715.078010698851,0,pink
1638,5687561.0,79415615488.0,626.646,18.99,18.99,18.99,100.0,11.9,0.0,3338.865,0.0,13963.035383356768,0,pink
1639,5837994.0,94523187200.0,618.489,21.36,21.31,21.31,100.0,13.18,0.05,3650.226,0.0,16191.038771194351,0,pink
1640,5973372.0,108873000000.0,611.78,23.29,23.26,23.26,100.0,14.23,0.03,3893.948,0.0,18226.388713108776,0,pink
1641,6097177.0,123716000000.0,582.725,24.63,24.66,24.66,100.0,14.37,-0.03,4044.495,0.0,20290.70174607036,0,pink
1642,6228377.0,153727000000.0,582.756,28.83,28.88,28.88,100.0,16.83,-0.05,4636.842,0.0,24681.71082129421,0,pink
1643,6360194.0,165560000000.0,575.394,29.15,29.18,29.18,100.0,16.79,-0.03,4587.911,0.0,26030.65252412112,0,pink
1644,6491991.0,187529000000.0,566.808,30.53,30.61,30.6,99.967,17.35,-0.08,4715.041,0.01,28886.20763645544,0,pink
1645,6188135.0,79210020864.0,566.694,24.38,24.44,24.43,99.959,13.85,-0.06,3949.494,0.01,12800.305886022205,0,pink
1646,5869880.0,174091000000.0,558.349,32.27,32.22,32.21,99.969,17.99,0.05,5489.039,0.01,29658.357581415632,0,pink
1647,5985228.0,80095117312.0,548.822,35.7,35.64,35.63,99.972,19.56,0.06,5954.661,0.01,13382.133030186988,0,pink
1648,6097767.0,59998892032.0,548.351,35.56,35.47,35.46,99.972,19.45,0.09,5816.883,0.01,9839.485836700547,0,pink
1649,6192241.0,53558087680.0,548.625,35.27,35.27,35.26,99.972,19.35,0.0,5695.838,0.01,8649.22532569388,0,pink
1650,6282202.0,51938050048.0,548.256,29.91,29.53,29.52,99.966,16.19,0.38,4700.582,0.01,8267.491247177344,0,pink
1651,6378267.0,85185675264.0,547.315,31.58,31.28,31.27,99.968,17.12,0.3,4904.154,0.01,13355.614505319392,0,pink
1652,6477791.0,100416000000.0,550.125,32.59,32.12,32.11,99.969,17.67,0.47,4958.48,0.01,15501.580708608844,0,pink
1653,3599639.0,37788340224.0,123.3,9.69,11.03,2.27,20.58,1.36,-1.34,3064.196,0.34,10497.81387077982,0,pink
1654,3560145.0,40252133376.0,109.867,10.33,14.29,2.6,18.195,1.57,-3.96,4013.881,0.33,11306.318528037482,0,pink
1655,3515799.0,42971131904.0,93.294,10.66,17.15,2.66,15.51,1.6,-6.49,4877.981,0.35,12222.294819470624,0,pink
1656,3469683.0,47492665344.0,88.96,11.13,18.66,2.85,15.273,1.66,-7.53,5378.013,0.33,13687.89752377955,0,pink
1657,3422593.0,50600710144.0,94.726,11.39,18.58,3.05,16.416,1.76,-7.19,5428.633,0.43,14784.320000654474,0,pink
1658,3373536.0,54504800256.0,132.911,11.25,14.22,3.42,24.051,1.89,-2.97,4215.162,0.46,16156.578811075382,0,pink
1659,3322937.0,58536325120.0,130.581,11.44,11.87,2.79,23.505,1.55,-0.43,3572.141,0.43,17615.83957806001,0,pink
1660,3272416.0,65020497920.0,121.693,11.86,13.23,2.82,21.315,1.61,-1.37,4042.884,0.58,19869.26415223492,0,pink
1661,3224384.0,66724208640.0,117.647,12.13,13.09,2.6,19.862,1.54,-0.96,4059.69,0.6,20693.629741370754,0,pink
1662,3180482.0,56833646592.0,118.998,11.44,14.37,2.84,19.763,1.71,-2.93,4518.183,0.68,17869.507386616242,0,pink
1663,3139021.0,57760002048.0,433.684,10.74,4.75,3.84,80.842,2.06,5.99,1513.211,0.91,18400.642126319,0,pink
1664,3099800.0,61248360448.0,380.952,10.73,3.99,2.88,72.18,1.52,6.74,1287.18,1.11,19758.810390347764,0,pink
1665,3063340.0,63596855296.0,383.721,10.92,4.3,3.12,72.558,1.65,6.62,1403.697,1.18,20760.62575358922,0,pink
1666,3028191.0,65826070528.0,339.196,10.93,3.98,2.45,61.558,1.35,6.95,1314.316,1.53,21737.753836531447,0,pink
1667,2994928.0,68128043008.0,320.809,11.08,3.46,1.95,56.358,1.11,7.62,1155.286,1.51,22747.80662773863,0,pink
1668,2963764.0,69339054080.0,332.5,11.21,4.0,2.32,58.0,1.33,7.21,1349.635,1.68,23395.60574998549,0,pink
1669,2933676.0,70911025152.0,243.402,11.68,3.41,1.31,38.416,0.83,8.27,1162.364,2.1,24171.389462231004,0,pink
1670,2904452.0,73923043328.0,173.134,12.03,3.35,0.82,24.478,0.58,8.68,1153.402,2.53,25451.63195260242,0,pink
1671,2876128.0,76617523200.0,163.636,12.38,2.75,0.55,20.0,0.45,9.63,956.147,2.2,26639.1214855528,0,pink
1672,435634.0,21906683904.0,300.0,6.11,0.4,0.24,60.0,0.12,5.71,918.202,0.16,50286.90116933022,0,pink
1673,441254.0,22374428672.0,413.793,6.19,0.87,0.7,80.46,0.36,5.32,1971.654,0.17,50706.46084114818,0,pink
1674,445920.0,23139020800.0,467.857,6.27,2.8,2.65,94.643,1.31,3.47,6279.153,0.15,51890.52027269465,0,pink
1675,451351.0,23425226752.0,469.534,6.55,2.79,2.65,94.982,1.31,3.76,6181.442,0.14,51900.24338486012,0,pink
1676,457798.0,24177319936.0,465.875,6.74,3.37,3.18,94.362,1.57,3.37,7361.325,0.19,52812.20087462156,0,pink
1677,464868.0,24847697920.0,462.687,6.61,3.35,3.14,93.731,1.55,3.26,7206.347,0.21,53451.08271595377,0,pink
1678,472402.0,26033442816.0,460.452,7.1,3.54,3.29,92.938,1.63,3.56,7493.618,0.25,55108.66341802109,0,pink
1679,479877.0,28098930688.0,457.68,7.15,3.19,2.93,91.85,1.46,3.96,6647.537,0.26,58554.44350948264,0,pink
1680,488643.0,27632140288.0,452.206,7.07,2.72,2.44,89.706,1.23,4.35,5566.436,0.28,56548.72839271206,0,pink
1681,497876.0,26325504000.0,457.143,6.57,3.15,2.88,91.429,1.44,3.42,6326.877,0.27,52875.62364926207,0,pink
1682,507075.0,27499366400.0,459.877,7.3,3.24,2.97,91.667,1.49,4.06,6389.587,0.27,54231.35906917123,0,pink
1683,518207.0,28088633344.0,458.333,7.12,2.64,2.4,90.909,1.21,4.48,5094.489,0.24,54203.500423575904,0,pink
1684,530596.0,27989147648.0,445.652,6.87,2.76,2.45,88.768,1.23,4.11,5201.698,0.31,52750.39323326976,0,pink
1685,543068.0,29106192384.0,413.043,6.78,1.84,1.48,80.435,0.76,4.94,3388.158,0.36,53595.85242363755,0,pink
1686,556075.0,30743879680.0,408.377,6.8,1.91,1.51,79.058,0.78,4.89,3434.789,0.4,55287.28980802949,0,pink
1687,569415.0,31975024640.0,365.672,6.94,1.34,0.91,67.91,0.49,5.6,2353.292,0.43,56154.16636372417,0,pink
1688,583355.0,33357813760.0,265.823,7.09,0.79,0.33,41.772,0.21,6.3,1354.235,0.46,57182.699659726924,0,pink
1689,596290.0,33958649856.0,244.444,7.08,0.9,0.3,33.333,0.22,6.18,1509.333,0.6,56949.88991262641,0,pink
1690,607920.0,35015057408.0,229.167,7.12,0.96,0.28,29.167,0.22,6.16,1579.155,0.68,57598.13364916437,0,pink
1691,16216432.0,19464169472.0,230.769,0.78,0.78,0.24,30.769,0.18,0.0,48.099,0.54,1200.2744791209311,0,pink
1692,16709664.0,20859228160.0,292.135,0.89,0.89,0.36,40.449,0.26,0.0,53.263,0.53,1248.3331897038745,0,pink
1693,17211938.0,18482849792.0,275.862,0.87,0.87,0.33,37.931,0.24,0.0,50.546,0.54,1073.8389710676392,0,pink
1694,17724310.0,20521011200.0,282.828,0.99,0.99,0.39,39.394,0.28,0.0,55.855,0.6,1157.7890027876967,0,pink
1695,18250776.0,21848336384.0,318.182,1.1,1.1,0.47,42.727,0.35,0.0,60.271,0.63,1197.118214809058,0,pink
1696,18792174.0,23144978432.0,315.315,1.11,1.11,0.47,42.342,0.35,0.0,59.067,0.64,1231.628572191807,0,pink
1697,19350302.0,24668766208.0,327.434,1.13,1.13,0.5,44.248,0.37,0.0,58.397,0.63,1274.851741745426,0,pink
1698,19924960.0,26556518400.0,296.61,1.18,1.18,0.47,39.831,0.35,0.0,59.222,0.71,1332.8266857248395,0,pink
1699,20513594.0,28779950080.0,325.203,1.23,1.23,0.54,43.902,0.4,0.0,59.96,0.69,1402.9696639213978,0,pink
1700,21117092.0,27740018688.0,300.813,1.23,1.23,0.5,40.65,0.37,0.0,58.247,0.73,1313.6287272887764,0,pink
1701,21731052.0,28135004160.0,340.909,1.32,1.32,0.62,46.97,0.45,0.0,60.743,0.7,1294.691309007958,0,pink
1702,22348158.0,28854022144.0,373.134,1.34,1.34,0.66,49.254,0.5,0.0,59.96,0.68,1291.114110791592,0,pink
1703,22966242.0,29729054720.0,417.647,1.7,1.7,0.95,55.882,0.71,0.0,74.022,0.75,1294.4675371791343,0,pink
1704,23588078.0,30395787264.0,421.622,1.85,1.85,1.04,56.216,0.78,0.0,78.429,0.81,1288.6080529325027,0,pink
1705,24215980.0,31415408640.0,411.168,1.97,1.97,1.08,54.822,0.81,0.0,81.351,0.89,1297.3007344736825,0,pink
1706,24850912.0,32385245184.0,402.913,2.06,2.06,1.11,53.883,0.83,0.0,82.894,0.95,1303.1813554367743,0,pink
1707,25501944.0,33738278912.0,410.891,2.02,2.02,1.12,55.446,0.83,0.0,79.21,0.9,1322.9689043313715,0,pink
1708,26169540.0,35065204736.0,472.727,2.2,2.2,1.4,63.636,1.04,0.0,84.067,0.8,1339.924382927633,0,pink
1709,26846544.0,36665933824.0,422.908,2.27,2.27,1.29,56.828,0.96,0.0,84.555,0.98,1365.759921426013,0,pink
1710,11229380.0,10965810176.0,120.968,1.24,1.24,0.15,12.097,0.15,0.0,110.425,1.09,976.5285506412642,0,pink
1711,11498822.0,10477105152.0,119.048,1.25,1.26,0.15,11.905,0.15,-0.01,109.576,1.11,911.1459549508636,0,pink
1712,11784500.0,10619106304.0,120.301,1.32,1.33,0.16,12.03,0.16,-0.01,112.86,1.17,901.107921761636,0,pink
1713,12087968.0,11173209088.0,96.296,1.34,1.35,0.12,8.889,0.13,-0.01,111.681,1.23,924.3248400392854,0,pink
1714,12411343.0,11727015936.0,107.383,1.48,1.49,0.15,10.067,0.16,-0.01,120.051,1.34,944.8627707734772,0,pink
1715,12755647.0,12058077184.0,98.039,1.52,1.53,0.14,9.15,0.15,-0.01,119.947,1.39,945.312862922594,0,pink
1716,13118309.0,12575064064.0,96.154,1.55,1.56,0.14,8.974,0.15,-0.01,118.918,1.42,958.5887986020148,0,pink
1717,13495463.0,13731751936.0,94.34,1.57,1.59,0.14,8.805,0.15,-0.02,117.817,1.45,1017.5087683912734,0,pink
1718,13889420.0,14709903360.0,80.925,1.71,1.73,0.11,6.358,0.14,-0.02,124.555,1.62,1059.0725429859565,0,pink
1719,14298937.0,15876241408.0,87.719,1.69,1.71,0.13,7.602,0.15,-0.02,119.589,1.58,1110.3092074606666,0,pink
1720,14718426.0,16885784576.0,76.531,1.94,1.96,0.13,6.633,0.15,-0.02,133.166,1.83,1147.254779553194,0,pink
1721,15146095.0,17638377472.0,74.627,1.99,2.01,0.13,6.468,0.15,-0.02,132.707,1.88,1164.5495074472992,0,pink
1722,15581250.0,17964285952.0,71.77,2.07,2.09,0.13,6.22,0.15,-0.02,134.136,1.96,1152.9425400401124,0,pink
1723,16024775.0,18903971840.0,71.77,2.07,2.09,0.13,6.22,0.15,-0.02,130.423,1.96,1179.671592268846,0,pink
1724,16477972.0,19988979712.0,72.398,2.19,2.21,0.13,5.882,0.16,-0.02,134.118,2.08,1213.072804833022,0,pink
1725,16938944.0,20572940288.0,72.398,2.19,2.21,0.13,5.882,0.16,-0.02,130.469,2.08,1214.5349962783985,0,pink
1726,17405624.0,21039450112.0,81.818,2.18,2.2,0.15,6.818,0.18,-0.02,126.396,2.05,1208.7731018434042,0,pink
1727,17881172.0,21881028608.0,86.124,2.07,2.09,0.19,9.091,0.18,-0.02,116.883,1.9,1223.690964328289,0,pink
1728,18367886.0,22574655488.0,109.756,1.62,1.64,0.2,12.195,0.18,-0.02,89.286,1.44,1229.0285059478265,0,pink
1729,22945152.0,305416000000.0,469.278,70.45,70.47,62.91,89.272,33.07,-0.02,3071.237,7.56,13310.6984865474,0,pink
1730,23542522.0,309255000000.0,487.23,76.26,76.35,69.71,91.303,37.2,-0.09,3243.068,6.64,13136.01830763926,0,pink
1731,24142448.0,328309000000.0,510.113,80.52,80.59,74.78,92.791,41.11,-0.07,3338.104,5.81,13598.828089015662,0,pink
