,population,gdp,carbon_intensity_elec,electricity_demand,electricity_generation,fossil_electricity,fossil_share_elec,greenhouse_gas_emissions,net_elec_imports,per_capita_electricity,renewables_electricity,gdp_per_capita,clusters,cluster
769,5526455.0,232469000000.0,549.203,36.71,36.38,26.32,72.347,19.98,0.33,6582.882,10.06,42064.75941629851,0,pink
770,5550850.0,238176000000.0,515.565,37.73,38.87,26.44,68.022,20.04,-1.14,7002.531,12.43,42908.02309556194,0,pink
771,5576016.0,242738000000.0,462.805,36.54,35.22,21.05,59.767,16.3,1.32,6316.338,14.17,43532.51497126264,0,pink
772,5600955.0,243290000000.0,410.749,35.91,30.7,15.86,51.661,12.61,5.21,5481.208,14.84,43437.23525720168,0,pink
773,5625393.0,245559000000.0,439.839,35.82,34.74,18.78,54.059,15.28,1.08,6175.569,15.96,43651.883521737946,0,pink
774,5650654.0,249674000000.0,372.476,35.04,32.19,14.2,44.113,11.99,2.85,5696.686,17.99,44184.97398708185,0,pink
775,5677795.0,253683000000.0,297.961,34.84,28.93,10.0,34.566,8.62,5.91,5095.288,18.93,44679.84490458004,0,pink
776,5706856.0,256822000000.0,340.426,35.61,30.55,12.16,39.804,10.4,5.06,5353.21,18.39,45002.36207116493,0,pink
777,5737286.0,262051000000.0,271.35,35.59,31.03,9.23,29.745,8.42,4.56,5408.481,21.8,45675.08051716439,0,pink
778,5766689.0,268318000000.0,284.256,35.58,30.36,9.61,31.653,8.63,5.22,5264.72,20.75,46528.95274914253,0,pink
779,742046.0,1258388224.0,722.222,0.18,0.18,0.18,100.0,0.13,0.0,242.573,0.0,1695.8358700134493,0,pink
780,765496.0,1279069440.0,722.222,0.18,0.18,0.18,100.0,0.13,0.0,235.142,0.0,1670.902839466176,0,pink
781,789140.0,1306309888.0,684.211,0.19,0.19,0.19,100.0,0.13,0.0,240.768,0.0,1655.3588564766708,0,pink
782,806412.0,1344454912.0,684.211,0.19,0.19,0.19,100.0,0.13,0.0,235.612,0.0,1667.205984037936,0,pink
783,818380.0,1377810048.0,700.0,0.2,0.2,0.2,100.0,0.14,0.0,244.385,0.0,1683.5822576309297,0,pink
784,830863.0,1416452224.0,708.333,0.24,0.24,0.24,100.0,0.17,0.0,288.856,0.0,1704.796367150782,0,pink
785,846957.0,1590366848.0,692.308,0.26,0.26,0.26,100.0,0.18,0.0,306.981,0.0,1877.7421380306205,0,pink
786,865202.0,1662836608.0,700.0,0.3,0.3,0.3,100.0,0.21,0.0,346.74,0.0,1921.9056451556976,0,pink
787,882893.0,1746582400.0,687.5,0.32,0.32,0.32,100.0,0.22,0.0,362.445,0.0,1978.2492329195045,0,pink
788,901106.0,1828090880.0,696.97,0.33,0.33,0.33,100.0,0.23,0.0,366.217,0.0,2028.7190186282191,0,pink
789,919206.0,1885010176.0,694.444,0.36,0.36,0.36,100.0,0.25,0.0,391.642,0.0,2050.693942380706,0,pink
790,936819.0,1960630016.0,694.444,0.36,0.36,0.36,100.0,0.25,0.0,384.279,0.0,2092.858936464781,0,pink
791,954311.0,2054195968.0,702.703,0.37,0.37,0.37,100.0,0.26,0.0,387.714,0.0,2152.5435293106752,0,pink
792,971761.0,2157408000.0,707.317,0.41,0.41,0.41,100.0,0.29,0.0,421.914,0.0,2220.101444696793,0,pink
793,989091.0,2286629888.0,666.667,0.43,0.09,0.09,100.0,0.06,0.34,90.993,0.0,2311.849858102035,0,pink
794,1006266.0,2435148032.0,705.882,0.48,0.17,0.17,100.0,0.12,0.31,168.941,0.0,2419.9844096888896,0,pink
795,1023269.0,2595207936.0,750.0,0.53,0.08,0.08,100.0,0.06,0.45,78.181,0.0,2536.193255146008,0,pink
796,1040242.0,2741553152.0,666.667,0.57,0.06,0.06,100.0,0.04,0.51,57.679,0.0,2635.495540460777,0,pink
797,1057204.0,2913438464.0,800.0,0.58,0.05,0.05,100.0,0.04,0.53,47.295,0.0,2755.7959145065665,0,pink
798,68365.0,404483808.0,428.571,0.07,0.07,0.04,57.143,0.03,0.0,1023.916,0.03,5916.533430849118,0,pink
799,68171.0,411786944.0,500.0,0.08,0.08,0.05,62.5,0.04,0.0,1173.52,0.03,6040.500271376392,0,pink
800,68281.0,415538976.0,428.571,0.07,0.07,0.04,57.143,0.03,0.0,1025.175,0.03,6085.718955492744,0,pink
801,68457.0,455180800.0,500.0,0.08,0.08,0.05,62.5,0.04,0.0,1168.617,0.03,6649.149100895453,0,pink
802,68591.0,475394400.0,428.571,0.07,0.07,0.04,57.143,0.03,0.0,1020.542,0.03,6930.856817949877,0,pink
803,68686.0,482222496.0,500.0,0.08,0.08,0.05,62.5,0.04,0.0,1164.721,0.03,7020.681012142212,0,pink
804,68761.0,513632256.0,500.0,0.08,0.08,0.05,62.5,0.04,0.0,1163.45,0.03,7469.819461613414,0,pink
805,68789.0,554311680.0,500.0,0.08,0.08,0.06,75.0,0.04,0.0,1162.977,0.02,8058.144180028784,0,pink
806,68794.0,617146560.0,500.0,0.08,0.08,0.06,75.0,0.04,0.0,1162.892,0.02,8970.935837427684,0,pink
807,68805.0,621365632.0,500.0,0.08,0.08,0.06,75.0,0.04,0.0,1162.706,0.02,9030.82089964392,0,pink
808,68775.0,640098880.0,555.556,0.09,0.09,0.07,77.778,0.05,0.0,1308.615,0.02,9307.144747364597,0,pink
809,68758.0,652912000.0,400.0,0.1,0.1,0.06,60.0,0.04,0.0,1454.376,0.04,9495.796852729864,0,pink
810,68908.0,644078976.0,500.0,0.1,0.1,0.07,70.0,0.05,0.0,1451.21,0.03,9346.940500377315,0,pink
811,68839.0,667585024.0,400.0,0.1,0.1,0.06,60.0,0.04,0.0,1452.665,0.04,9697.773413326748,0,pink
812,69388.0,694011008.0,500.0,0.1,0.1,0.07,70.0,0.05,0.0,1441.171,0.03,10001.888049806885,0,pink
813,70027.0,689606016.0,600.0,0.1,0.1,0.08,80.0,0.06,0.0,1428.021,0.02,9847.71610950062,0,pink
814,70098.0,706700032.0,454.545,0.11,0.11,0.07,63.636,0.05,0.0,1569.232,0.04,10081.600502154128,0,pink
815,70422.0,653398976.0,500.0,0.08,0.08,0.05,62.5,0.04,0.0,1136.009,0.03,9278.335974553407,0,pink
816,70840.0,667810432.0,500.0,0.06,0.06,0.04,66.667,0.03,0.0,846.979,0.02,9427.024731789948,0,pink
817,8540790.0,56344829952.0,644.005,8.09,8.09,7.34,90.729,5.21,0.0,947.219,0.75,6597.144989163766,0,pink
818,8669038.0,58288340992.0,658.137,9.77,9.77,9.07,92.835,6.43,0.0,1126.999,0.7,6723.738088586069,0,pink
819,8795104.0,62670835712.0,656.54,11.85,11.85,10.98,92.658,7.78,0.0,1347.341,0.87,7125.6503290921855,0,pink
820,8919857.0,63562706944.0,631.663,12.57,12.57,11.38,90.533,7.94,0.0,1409.215,1.19,7125.978246512248,0,pink
821,9043135.0,65495216128.0,598.39,11.18,11.18,9.58,85.689,6.69,0.0,1236.297,1.6,7242.534378619804,0,pink
822,9164770.0,72784388096.0,588.382,12.05,12.05,10.14,84.149,7.09,0.0,1314.818,1.91,7941.758287005566,0,pink
823,9284169.0,81940078592.0,604.119,13.11,13.11,11.36,86.651,7.92,0.0,1412.081,1.75,8825.784902450612,0,pink
824,9402209.0,90411704320.0,609.649,13.68,13.68,11.98,87.573,8.34,0.0,1454.977,1.7,9616.006655457244,0,pink
825,9522954.0,94906286080.0,613.481,11.72,11.72,10.34,88.225,7.19,0.0,1230.711,1.38,9966.055289146623,0,pink
826,9648061.0,97411112960.0,608.283,11.59,11.59,10.13,87.403,7.05,0.0,1201.278,1.46,10096.444556061577,0,pink
827,9775756.0,107260000000.0,621.602,13.98,13.98,12.5,89.413,8.69,0.0,1430.068,1.48,10972.041446206307,0,pink
828,9903743.0,112433000000.0,621.314,14.92,14.92,13.33,89.343,9.27,0.0,1506.501,1.59,11352.57649557344,0,pink
829,10030885.0,115426000000.0,606.713,15.79,15.79,13.86,87.777,9.58,0.0,1574.138,1.93,11507.060443819264,0,pink
830,10157054.0,120733000000.0,600.717,16.73,16.73,14.54,86.91,10.05,0.0,1647.131,2.19,11886.615941984752,0,pink
831,10282116.0,129714000000.0,619.545,16.27,16.27,14.63,89.92,10.08,0.0,1582.359,1.64,12615.49665457966,0,pink
832,10405832.0,138612000000.0,634.536,16.91,16.91,15.59,92.194,10.73,0.0,1625.05,1.32,13320.607136459632,0,pink
833,10527589.0,147459000000.0,611.141,18.67,18.67,16.53,88.538,11.41,0.0,1773.436,2.14,14006.9107941049,0,pink
834,10647247.0,154422000000.0,564.44,19.01,19.01,16.07,84.534,10.73,0.0,1785.438,2.94,14503.46742214208,0,pink
835,10765532.0,165255000000.0,574.631,19.63,19.63,16.89,86.042,11.28,0.0,1823.412,2.74,15350.37934028713,0,pink
836,12626511.0,85978873856.0,207.729,10.37,10.35,2.82,27.246,2.15,0.02,819.704,7.53,6809.392860466363,0,pink
837,12845523.0,90060685312.0,259.777,10.77,10.74,3.74,34.823,2.79,0.03,836.089,7.0,7011.0563277182255,0,pink
838,13070617.0,94405017600.0,256.277,11.6,11.55,4.1,35.498,2.96,0.05,883.661,7.45,7222.690221892356,0,pink
839,13301188.0,97644568576.0,263.815,12.27,11.22,4.11,36.631,2.96,1.05,843.534,7.11,7341.041159331031,0,pink
840,13534598.0,106398000000.0,306.341,14.7,13.09,5.59,42.704,4.01,1.61,967.151,7.5,7861.186567935007,0,pink
841,13770015.0,112807000000.0,302.632,13.87,12.16,5.09,41.859,3.68,1.71,883.078,7.07,8192.220560398808,0,pink
842,14009064.0,118595000000.0,329.882,15.09,13.52,6.17,45.636,4.46,1.57,965.089,7.35,8465.590563366688,0,pink
843,14251838.0,122035000000.0,319.47,17.41,16.59,7.33,44.183,5.3,0.82,1164.06,9.26,8562.755203925277,0,pink
844,14496800.0,130681000000.0,269.989,18.72,18.26,6.68,36.583,4.93,0.46,1259.588,11.58,9014.472159373105,0,pink
845,14742768.0,132344000000.0,337.981,19.03,17.93,8.36,46.626,6.06,1.1,1216.19,9.57,8976.875984211378,0,pink
846,14989581.0,137955000000.0,374.001,19.63,18.77,9.77,52.051,7.02,0.86,1252.203,9.0,9203.392676553134,0,pink
847,15237734.0,149848000000.0,310.865,21.16,19.88,8.47,42.606,6.18,1.28,1304.656,11.41,9834.008127455172,0,pink
848,15483884.0,158296000000.0,315.694,22.34,22.11,9.57,43.284,6.98,0.23,1427.936,12.54,10223.27472874377,0,pink
849,15722988.0,166128000000.0,353.387,23.07,22.44,10.98,48.93,7.93,0.63,1427.21,11.46,10565.930597924516,0,pink
850,15957995.0,172762000000.0,351.812,24.24,23.45,11.36,48.443,8.25,0.79,1469.483,12.09,10826.04675587378,0,pink
851,16195904.0,173045000000.0,329.745,25.55,25.08,11.34,45.215,8.27,0.47,1548.54,13.74,10684.491585032858,0,pink
852,16439588.0,169282000000.0,292.926,26.82,27.14,10.77,39.683,7.95,-0.32,1650.893,16.37,10297.216694238325,0,pink
853,16696947.0,173291000000.0,204.023,27.65,27.84,7.4,26.58,5.68,-0.19,1667.371,20.44,10378.603944781044,0,pink
854,17015672.0,175525000000.0,210.127,28.88,29.03,7.97,27.454,6.1,-0.15,1706.074,21.06,10315.490331501453,0,pink
855,71371368.0,443941000000.0,453.203,74.32,74.47,60.77,81.603,33.75,-0.15,1043.416,13.7,6220.155399010987,0,pink
856,72854256.0,475163000000.0,446.012,79.13,79.37,64.17,80.849,35.4,-0.24,1089.435,15.2,6522.103526800136,0,pink
857,74393760.0,501186000000.0,455.017,84.08,84.81,71.88,84.754,38.59,-0.73,1140.015,12.93,6736.936001083962,0,pink
858,75963328.0,527963000000.0,455.57,89.59,90.48,77.22,85.345,41.22,-0.89,1191.101,13.26,6950.2352503565935,0,pink
859,77522424.0,560813000000.0,449.226,95.51,96.21,83.17,86.446,43.22,-0.7,1241.06,13.04,7234.203615717693,0,pink
860,79075312.0,599347000000.0,460.837,102.38,103.16,90.09,87.33,47.54,-0.78,1304.579,13.07,7579.445276169128,0,pink
861,80629664.0,649072000000.0,461.37,109.15,109.5,96.08,87.744,50.52,-0.35,1358.061,13.42,8050.039747158068,0,pink
862,82218760.0,711522000000.0,453.696,118.22,118.78,102.6,86.378,53.89,-0.56,1444.682,16.18,8654.01034994933,0,pink
863,83844784.0,772704000000.0,463.111,123.39,124.29,108.85,87.577,57.56,-0.9,1482.382,15.44,9215.88634541655,0,pink
864,85501064.0,828245000000.0,477.482,130.73,131.67,117.81,89.474,62.87,-0.94,1539.981,13.86,9686.955474612574,0,pink
865,87252416.0,895092000000.0,479.818,158.85,160.29,145.66,90.873,76.91,-1.44,1837.084,14.63,10258.65002981694,0,pink
866,89200056.0,919296000000.0,473.835,155.5,157.08,142.53,90.737,74.43,-1.58,1760.985,14.55,10306.002498473768,0,pink
867,91240384.0,945768000000.0,479.774,163.99,164.39,150.04,91.271,78.87,-0.4,1801.724,14.35,10365.673165075676,0,pink
868,93377896.0,971072000000.0,487.428,167.83,168.23,153.57,91.286,82.0,-0.4,1801.604,14.66,10399.377600026455,0,pink
869,95592328.0,1018610000000.0,492.099,174.61,175.29,159.93,91.237,86.26,-0.68,1833.724,15.36,10655.771454797085,0,pink
870,97723792.0,1058640000000.0,496.78,185.63,186.32,170.68,91.606,92.56,-0.69,1906.598,15.64,10832.981184356824,0,pink
871,99784032.0,1104510000000.0,492.747,189.3,189.57,174.07,91.824,93.41,-0.27,1899.803,15.5,11069.005509819446,0,pink
872,101789384.0,1159010000000.0,483.235,196.5,196.84,181.31,92.11,95.12,-0.34,1933.797,15.53,11386.354396250204,0,pink
873,103740768.0,1221830000000.0,474.502,199.05,199.62,182.31,91.329,94.72,-0.57,1924.219,17.31,11777.72271745665,0,pink
874,5958482.0,31478454272.0,340.483,4.52,3.73,1.7,45.576,1.27,0.79,625.998,2.03,5282.965404947099,0,pink
875,5988102.0,32499939328.0,300.792,4.45,3.79,1.46,38.522,1.14,0.66,632.922,2.33,5427.419126795101,0,pink
876,6011278.0,33751220224.0,309.824,4.35,3.97,1.57,39.547,1.23,0.38,660.425,2.4,5614.649700779102,0,pink
877,6026854.0,35029540864.0,274.005,4.6,4.27,1.46,34.192,1.17,0.33,708.496,2.81,5812.243147751713,0,pink
878,6035653.0,36185186304.0,294.931,4.72,4.34,1.61,37.097,1.28,0.38,719.061,2.73,5995.239670670266,0,pink
879,6037817.0,38001442816.0,278.132,4.99,4.71,1.64,34.82,1.31,0.28,780.083,3.07,6293.904372391545,0,pink
880,6034439.0,40054317056.0,296.429,5.6,5.6,2.11,37.679,1.66,0.0,928.007,3.49,6637.620672940766,0,pink
881,6044130.0,42202460160.0,302.448,5.75,5.72,2.21,38.636,1.73,0.03,946.373,3.51,6982.387897017436,0,pink
882,6068108.0,43393064960.0,275.459,5.98,5.99,2.08,34.725,1.65,-0.01,987.128,3.91,7151.004062551293,0,pink
883,6091181.0,42668179456.0,319.658,5.98,5.85,2.38,40.684,1.87,0.13,960.405,3.47,7004.910781012746,0,pink
884,6114039.0,43862777856.0,268.007,6.06,5.97,2.0,33.501,1.6,0.09,976.441,3.97,7174.108286846061,0,pink
885,6137354.0,45520506880.0,266.01,6.2,6.09,1.97,32.348,1.62,0.11,992.284,4.12,7416.959634396191,0,pink
886,6161293.0,46608113664.0,279.553,6.35,6.26,2.08,33.227,1.75,0.09,1016.021,4.18,7564.664375480926,0,pink
887,6185641.0,48017379328.0,285.486,6.46,6.27,2.15,34.29,1.79,0.19,1013.638,4.12,7762.716802995841,0,pink
888,6209528.0,49026875392.0,283.654,6.62,6.24,2.1,33.654,1.77,0.38,1004.907,4.14,7895.427058546157,0,pink
889,6231072.0,50319724544.0,324.459,6.91,6.01,2.44,40.599,1.95,0.9,964.521,3.57,8075.612758767673,0,pink
890,6250513.0,51736932352.0,317.276,7.01,6.02,2.34,38.87,1.91,0.99,963.121,3.68,8277.229781299551,0,pink
891,6266661.0,53130547200.0,242.259,7.08,5.49,1.55,28.233,1.33,1.59,876.065,3.94,8478.286475046281,0,pink
892,6276340.0,54756343808.0,227.017,7.09,5.33,1.38,25.891,1.21,1.76,849.221,3.95,8724.247540445545,0,pink
893,684986.0,6341192192.0,666.667,0.09,0.09,0.08,88.889,0.06,0.0,131.39,0.01,9257.404081251296,0,pink
894,719283.0,10710877184.0,666.667,0.06,0.06,0.05,83.333,0.04,0.0,83.416,0.01,14891.047312393035,0,pink
895,754127.0,12944267264.0,636.364,0.11,0.11,0.1,90.909,0.07,0.0,145.864,0.01,17164.572099924815,0,pink
896,789690.0,14778141696.0,666.667,0.12,0.12,0.11,91.667,0.08,0.0,151.958,0.01,18713.851886183187,0,pink
897,826368.0,18414356480.0,647.059,0.17,0.17,0.16,94.118,0.11,0.0,205.719,0.01,22283.482032218093,0,pink
898,864740.0,20168024064.0,650.0,0.2,0.2,0.19,95.0,0.13,0.0,231.283,0.01,23322.64503087633,0,pink
899,905425.0,21346957312.0,692.308,0.26,0.26,0.25,96.154,0.18,0.0,287.158,0.01,23576.726191567497,0,pink
900,948820.0,24766652416.0,687.5,0.32,0.32,0.31,96.875,0.22,0.0,337.261,0.01,26102.582593115658,0,pink
901,994982.0,29298388992.0,630.435,0.46,0.46,0.41,89.13,0.29,0.0,462.32,0.05,29446.149771553657,0,pink
902,1043698.0,29853093888.0,627.451,0.51,0.51,0.46,90.196,0.32,0.0,488.647,0.05,28603.19162056457,0,pink
903,1094538.0,27366670336.0,672.414,0.58,0.58,0.55,94.828,0.39,0.0,529.904,0.03,25002.942187480014,0,pink
904,1144590.0,29285787648.0,661.538,0.65,0.65,0.62,95.385,0.43,0.0,567.889,0.03,25586.269011611144,0,pink
905,1193641.0,31730929664.0,626.667,0.75,0.75,0.67,89.333,0.47,0.0,628.33,0.08,26583.310781047232,0,pink
906,1243947.0,30419136512.0,531.25,0.96,0.96,0.71,73.958,0.51,0.0,771.737,0.25,24453.72392232145,0,pink
907,1295193.0,30256852992.0,467.89,1.09,1.09,0.71,65.138,0.51,0.0,841.573,0.38,23360.883661353942,0,pink
908,1346974.0,28026101760.0,453.846,1.3,1.3,0.83,63.846,0.59,0.0,965.126,0.47,20806.71324019617,0,pink
909,1398940.0,25287602176.0,471.429,1.4,1.4,0.93,66.429,0.66,0.0,1000.758,0.47,18076.259293465053,0,pink
910,1450703.0,24166326272.0,477.612,1.34,1.34,0.9,67.164,0.64,0.0,923.69,0.44,16658.35548144589,0,pink
911,1502102.0,22750613504.0,481.481,1.35,1.35,0.91,67.407,0.65,0.0,898.741,0.44,15145.85128306866,0,pink
912,1396881.0,22945026048.0,683.901,7.58,8.51,8.5,99.882,5.82,-0.93,6092.144,0.01,16425.898876139054,0,pink
913,1388000.0,24006164480.0,683.157,7.87,8.49,8.47,99.764,5.8,-0.62,6116.715,0.02,17295.507550432278,0,pink
914,1379241.0,25057701888.0,684.642,7.84,8.53,8.5,99.648,5.84,-0.69,6184.561,0.03,18167.74725229311,0,pink
915,1370663.0,26485059584.0,687.992,8.26,10.16,10.11,99.508,6.99,-1.9,7412.471,0.05,19322.8091689934,0,pink
916,1362489.0,27701385216.0,686.712,8.52,10.31,10.25,99.418,7.08,-1.79,7567.034,0.06,20331.456045516697,0,pink
917,1354665.0,29813616640.0,682.353,8.59,10.2,10.09,98.922,6.96,-1.61,7529.537,0.11,22008.110226513567,0,pink
918,1346711.0,32350019584.0,679.342,8.98,9.73,9.6,98.664,6.61,-0.75,7225.01,0.13,24021.50096345838,0,pink
919,1340576.0,34297835520.0,687.192,9.76,12.18,12.04,98.851,8.37,-2.42,9085.647,0.14,25584.40216742654,0,pink
920,1337013.0,31920816128.0,679.584,9.64,10.58,10.38,98.11,7.19,-0.94,7913.162,0.2,23874.72382691866,0,pink
921,1334557.0,26784890880.0,661.731,8.86,8.78,8.24,93.85,5.81,0.08,6578.961,0.54,20070.248689265427,0,pink
922,1331535.0,26952075264.0,651.503,9.72,12.97,11.92,91.904,8.45,-3.25,9740.638,1.05,20241.35697822438,0,pink
923,1327435.0,28535476224.0,645.462,9.33,12.89,11.71,90.846,8.32,-3.56,9710.457,1.18,21496.703208820018,0,pink
924,1322682.0,29763610624.0,630.435,9.72,11.96,10.49,87.709,7.54,-2.24,9042.234,1.47,22502.468941136267,0,pink
925,1317985.0,30185959424.0,646.084,9.69,13.28,12.05,90.738,8.58,-3.59,10075.987,1.23,22903.113027841744,0,pink
926,1314531.0,31037874176.0,635.341,9.7,12.45,11.06,88.835,7.91,-2.75,9471.059,1.39,23611.3672298333,0,pink
927,1314658.0,31485411328.0,610.837,9.23,10.15,8.59,84.631,6.2,-0.92,7720.639,1.56,23949.50726957125,0,pink
928,1315928.0,31962619904.0,626.13,10.13,12.17,10.58,86.935,7.62,-2.04,9248.227,1.59,24289.033977542844,0,pink
929,1317550.0,33800136704.0,620.061,10.43,13.16,11.3,85.866,8.16,-2.73,9988.235,1.86,25653.77913855261,0,pink
930,1322146.0,35409424384.0,611.156,10.47,12.37,10.38,83.913,7.56,-1.9,9356.001,1.99,26781.78081996996,0,pink
931,1030504.0,5050303488.0,196.721,1.23,0.61,0.06,9.836,0.12,0.62,591.943,0.55,4900.809204039965,0,pink
932,1041400.0,5125500416.0,206.349,1.27,0.63,0.06,9.524,0.13,0.64,604.955,0.57,4921.740364893412,0,pink
933,1050818.0,5280506880.0,200.0,1.45,0.65,0.06,9.231,0.13,0.8,618.566,0.59,5025.139348583675,0,pink
934,1058808.0,5518729216.0,232.143,1.36,0.56,0.06,10.714,0.13,0.8,528.897,0.5,5212.209594185159,0,pink
935,1065776.0,5696421888.0,245.283,1.23,0.53,0.06,11.321,0.13,0.7,497.29,0.47,5344.858476828152,0,pink
936,1071895.0,6002942464.0,216.667,1.46,0.6,0.06,10.0,0.13,0.86,559.756,0.54,5600.308298853899,0,pink
937,1077747.0,6319745024.0,216.667,1.54,0.6,0.06,10.0,0.13,0.94,556.717,0.54,5863.848402268807,0,pink
938,1084015.0,6589486592.0,206.349,1.61,0.63,0.06,9.524,0.13,0.98,581.173,0.57,6078.778053809218,0,pink
939,1089885.0,6906669056.0,216.667,1.52,0.6,0.06,10.0,0.13,0.92,550.517,0.54,6337.062218490942,0,pink
940,1094890.0,7131567104.0,206.349,1.54,0.63,0.06,9.524,0.13,0.91,575.4,0.57,6513.500994620465,0,pink
941,1099926.0,7332277248.0,203.125,1.45,0.64,0.06,9.375,0.13,0.81,581.857,0.58,6666.155039520841,0,pink
942,1105379.0,7567466496.0,169.014,1.52,0.71,0.03,4.225,0.12,0.81,642.314,0.68,6846.0378711735975,0,pink
943,1111453.0,7793097728.0,202.703,1.56,0.74,0.04,5.405,0.15,0.82,665.795,0.7,7011.630476502381,0,pink
944,1118329.0,8126636032.0,185.185,1.67,0.81,0.04,4.938,0.15,0.86,724.295,0.77,7266.766785087394,0,pink
945,1125872.0,8327527424.0,200.0,1.63,0.65,0.04,6.154,0.13,0.98,577.33,0.61,7396.513479329799,0,pink
946,1133941.0,8445665792.0,218.182,1.63,0.55,0.04,7.273,0.12,1.08,485.034,0.51,7448.064574788283,0,pink
947,1142529.0,8425262080.0,214.286,1.62,0.56,0.04,7.143,0.12,1.06,490.141,0.52,7374.221643389358,0,pink
948,1151397.0,8586136576.0,208.955,1.69,0.67,0.04,5.97,0.14,1.02,581.902,0.63,7457.146905889107,0,pink
949,1160430.0,8771760128.0,186.667,1.69,0.75,0.04,5.333,0.14,0.94,646.312,0.71,7559.060113923287,0,pink
950,67031872.0,50326962176.0,47.059,1.7,1.7,0.06,3.529,0.08,0.0,25.361,1.64,750.7915365395136,0,pink
951,69018936.0,52434132992.0,44.118,2.04,2.04,0.06,2.941,0.09,0.0,29.557,1.98,759.7064810155867,0,pink
952,71073224.0,54501777408.0,43.478,2.07,2.07,0.06,2.899,0.09,0.0,29.125,2.01,766.8398074639192,0,pink
953,73168848.0,53892042752.0,38.627,2.33,2.33,0.06,2.575,0.09,0.0,31.844,2.27,736.5435458543778,0,pink
954,75301024.0,55845388288.0,38.911,2.57,2.57,0.06,2.335,0.1,0.0,34.13,2.51,741.6285373224141,0,pink
955,77469944.0,61634772992.0,38.194,2.88,2.88,0.06,2.083,0.11,0.0,37.176,2.82,795.5959409496927,0,pink
956,79691056.0,67217117184.0,36.364,3.3,3.3,0.06,1.818,0.12,0.0,41.41,3.24,843.4712821975907,0,pink
957,81996184.0,73421791232.0,56.497,3.54,3.54,0.17,4.802,0.2,0.0,43.173,3.37,895.4293681764508,0,pink
958,84357104.0,79756500992.0,106.667,3.75,3.75,0.44,11.733,0.4,0.0,44.454,3.31,945.4627673325532,0,pink
959,86755584.0,86391037952.0,95.718,3.97,3.97,0.42,10.579,0.38,0.0,45.761,3.55,995.7980105580292,0,pink
960,89237800.0,94148632576.0,36.072,4.99,4.99,0.08,1.603,0.18,0.0,55.918,4.91,1055.0308566100912,0,pink
961,91817936.0,104949000000.0,31.646,5.99,6.32,0.07,1.108,0.2,-0.33,68.832,6.25,1143.0119709944254,0,pink
962,94451280.0,115915000000.0,27.815,6.99,7.55,0.04,0.53,0.21,-0.56,79.935,7.51,1227.2464703495814,0,pink
963,97084376.0,126443000000.0,25.375,8.03,8.67,0.03,0.346,0.22,-0.64,89.304,8.64,1302.4031796836186,0,pink
964,99746768.0,139097000000.0,24.287,8.71,9.47,0.02,0.211,0.23,-0.76,94.94,9.45,1394.501323591758,0,pink
965,102471896.0,152372000000.0,24.062,9.69,10.39,0.02,0.192,0.25,-0.7,101.394,10.37,1486.9638012748394,0,pink
966,105293232.0,164904000000.0,24.058,11.17,12.47,0.01,0.08,0.3,-1.3,118.431,12.46,1566.140547381051,0,pink
967,108197944.0,181741000000.0,24.372,11.7,13.13,0.01,0.076,0.32,-1.43,121.352,13.12,1679.7084425190187,0,pink
968,111129440.0,195740000000.0,23.93,12.79,13.79,0.01,0.073,0.33,-1.0,124.09,13.78,1761.3694444964358,0,pink
969,5176208.0,169209000000.0,261.499,81.67,69.79,23.93,34.289,18.25,11.88,13482.843,23.38,32689.76053512533,0,pink
970,5188007.0,173703000000.0,300.175,84.25,74.29,29.98,40.355,22.3,9.96,14319.565,21.54,33481.6433362561,0,pink
971,5200588.0,176750000000.0,327.847,86.65,74.73,32.6,43.624,24.5,11.92,14369.53,19.83,33986.5415218433,0,pink
972,5212991.0,180408000000.0,376.665,88.93,84.08,42.29,50.297,31.67,4.85,16128.937,19.06,34607.38758229201,0,pink
973,5228143.0,187632000000.0,331.893,90.47,85.6,37.25,43.516,28.41,4.87,16372.927,25.63,35888.84236716555,0,pink
974,5246070.0,192989000000.0,252.239,87.34,70.33,23.6,33.556,17.74,17.01,13406.226,23.46,36787.34748106678,0,pink
975,5266249.0,200964000000.0,342.352,93.45,82.05,36.68,44.704,28.09,11.4,15580.351,22.46,38160.747811203,0,pink
976,5288694.0,211541000000.0,316.115,93.48,80.92,33.18,41.003,25.58,12.56,15300.562,24.32,39998.7218016395,0,pink
977,5313358.0,213225000000.0,261.756,89.75,76.98,26.25,34.1,20.15,12.77,14488.014,27.77,40129.98935889507,0,pink
978,5338813.0,195737000000.0,284.898,83.87,71.78,26.55,36.988,20.45,12.09,13444.937,21.7,36663.01853988892,0,pink
979,5363279.0,201743000000.0,321.509,90.84,80.34,33.36,41.524,25.83,10.5,14979.641,24.18,37615.60791448664,0,pink
980,5388173.0,207082000000.0,279.47,87.06,73.21,25.84,35.296,20.46,13.85,13587.165,24.18,38432.6932338661,0,pink
981,5413865.0,204128000000.0,223.855,87.53,70.09,18.54,26.452,15.69,17.44,12946.389,28.56,37704.67124688185,0,pink
982,5438873.0,202580000000.0,259.791,86.69,70.98,21.74,30.628,18.44,15.71,13050.498,25.63,37246.68695150632,0,pink
983,5461436.0,201300000000.0,230.939,85.78,67.81,17.95,26.471,15.66,17.97,12416.147,26.28,36858.43796393476,0,pink
